frame,yaw,pitch,roll,q0,q1,q2,q3,lat,lon
frame0,0.2916947529778043,-1.5555955796741507,0.06268340700341103,0.70135498046875,-0.6971435546875,-0.079833984375,0.125244140625,0,0
frame1,0.7863952185918778,-1.55010840481778,0.04833094873092775,0.6531982421875,-0.65277099609375,-0.25213623046875,0.28924560546875,0.0,0.0
frame2,1.2065157634141839,-1.5494556094598728,0.03367495679342139,0.58172607421875,-0.582763671875,-0.3868408203125,0.4150390625,32.88117476666667,-117.23475413333334
frame3,1.4539558207472767,-1.5524730307469023,0.031278360586682624,0.52587890625,-0.53076171875,-0.457275390625,0.48236083984375,32.88117476666667,-117.23475413333334
frame4,2.0734927763087305,-1.5562037306223346,0.01399983003291357,0.35833740234375,-0.361572265625,-0.6015625,0.61553955078125,0.0,0.0
frame5,2.4859894019254383,-1.5650950614486108,0.014310565276648158,0.2235107421875,-0.2318115234375,-0.66595458984375,0.6729736328125,32.88117476666667,-117.23475413333334
frame6,2.9833729894817425,-1.5846507123916347,0.011884700886148982,0.05126953125,-0.0604248046875,-0.70947265625,0.7003173828125,0.0,0.0
frame7,-2.951411994710151,-1.5965829947092438,0.022490311179364408,-0.07427978515625,0.0601806640625,-0.713623046875,0.6939697265625,32.88117476666667,-117.23475413333334
frame8,-2.3416330995203336,-1.606466019433398,0.02399335780792519,-0.2783203125,0.27252197265625,-0.666015625,0.63616943359375,32.88117033333333,-117.23461603333334
frame9,-1.9698876652583714,-1.6015020503286246,0.038508283259087485,-0.3963623046875,0.38568115234375,-0.60546875,0.57232666015625,32.88117033333333,-117.23461603333334
frame10,-1.5491866386728652,-1.6007443272002593,0.051241750683542184,-0.5103759765625,0.50030517578125,-0.5145263671875,0.47381591796875,32.88117033333333,-117.23461603333334
frame11,-0.8424449381106964,-1.5819285827104455,0.0691835108262959,-0.6513671875,0.6385498046875,-0.312744140625,0.264892578125,32.88121173333333,-117.23463656666667
frame12,-0.4480295747167114,-1.583330724121219,0.07231441188378644,-0.6903076171875,0.68768310546875,-0.1826171875,0.1309814453125,32.88120595,-117.23463388333333
frame13,0.048483923668769593,-1.5597337978390213,0.06648460350123794,-0.7098388671875,0.70318603515625,-0.00665283203125,-0.04058837890625,0.0,0.0
